transaction_id,customer_id,product_id,product_name,category,quantity,unit_price,total_amount,purchase_date,browsing_time_mins
T000657,C0122,P006,Air Fryer,Kitchen,1,69.99,62.74,2024-03-27,16
T000658,C0123,P011,Desk Lamp,Home,1,39.99,34.18,2024-01-21,5
T000659,C0123,P009,Face Moisturizer,Beauty,1,34.99,35.43,2024-10-24,20
T000660,C0123,P007,Novel - Bestseller,Books,1,14.99,16.52,2024-06-15,43
T000661,C0123,P011,Desk Lamp,Home,2,39.99,91.43,2024-01-17,18
T000662,C0123,P014,Protein Powder,Sports,2,44.99,85.31,2024-01-22,22
T000663,C0123,P009,Face Moisturizer,Beauty,1,34.99,34.3,2024-06-26,16
T000664,C0124,P006,Air Fryer,Kitchen,1,69.99,76.67,2024-04-15,33
T000665,C0125,P001,Wireless Headphones,Electronics,2,79.99,164.64,2024-04-02,17
T000666,C0125,P002,Smart Watch,Electronics,2,199.99,454.16,2024-03-13,11
T000667,C0126,P015,Scented Candle,Home,3,19.99,60.36,2024-03-19,43
T000668,C0127,P005,Coffee Maker,Kitchen,2,49.99,108.6,2024-07-28,22
T000669,C0127,P003,Running Shoes,Sports,1,89.99,100.08,2024-03-29,39
T000670,C0127,P010,Vitamin C Serum,Beauty,2,44.99,94.01,2024-06-27,38
T000671,C0127,P005,Coffee Maker,Kitchen,2,49.99,109.72,2024-09-11,23
T000672,C0127,P001,Wireless Headphones,Electronics,2,79.99,137.03,2024-07-26,5
T000673,C0127,P002,Smart Watch,Electronics,3,199.99,520.09,2024-05-12,25
T000674,C0127,P010,Vitamin C Serum,Beauty,1,44.99,48.56,2024-05-19,15
T000675,C0127,P007,Novel - Bestseller,Books,1,14.99,13.91,2024-04-14,39
T000676,C0128,P006,Air Fryer,Kitchen,3,69.99,229.24,2024-10-05,2
T000677,C0128,P012,Throw Pillow Set,Home,3,54.99,165.71,2024-06-14,24
T000678,C0128,P013,Gaming Mouse,Electronics,1,59.99,64.35,2024-07-27,25
T000679,C0128,P006,Air Fryer,Kitchen,1,69.99,65.95,2024-07-27,33
T000680,C0128,P007,Novel - Bestseller,Books,1,14.99,14.21,2024-11-02,43
T000681,C0128,P010,Vitamin C Serum,Beauty,2,44.99,83.81,2024-07-03,17
T000682,C0128,P009,Face Moisturizer,Beauty,1,34.99,30.82,2024-09-21,10
T000683,C0128,P002,Smart Watch,Electronics,3,199.99,659.16,2024-12-21,40
T000684,C0128,P007,Novel - Bestseller,Books,1,14.99,16.6,2024-07-30,43
T000685,C0128,P015,Scented Candle,Home,1,19.99,19.06,2024-10-01,17
T000686,C0128,P010,Vitamin C Serum,Beauty,1,44.99,40.41,2024-05-27,38
T000687,C0128,P004,Yoga Mat,Sports,1,29.99,31.99,2024-10-01,24
T000688,C0128,P005,Coffee Maker,Kitchen,1,49.99,53.6,2024-11-12,22
T000689,C0128,P001,Wireless Headphones,Electronics,2,79.99,150.23,2024-08-15,34
T000690,C0128,P012,Throw Pillow Set,Home,2,54.99,98.95,2024-06-01,43
T000691,C0128,P007,Novel - Bestseller,Books,2,14.99,31.19,2024-08-27,37
T000692,C0128,P001,Wireless Headphones,Electronics,1,79.99,73.08,2024-07-18,12
T000693,C0128,P009,Face Moisturizer,Beauty,3,34.99,91.04,2024-06-04,20
T000694,C0128,P015,Scented Candle,Home,3,19.99,64.46,2024-08-31,25
T000695,C0128,P013,Gaming Mouse,Electronics,3,59.99,183.04,2024-10-16,34
T000696,C0128,P009,Face Moisturizer,Beauty,3,34.99,111.16,2024-12-08,43
T000697,C0128,P011,Desk Lamp,Home,2,39.99,81.79,2024-08-08,30
T000698,C0129,P012,Throw Pillow Set,Home,2,54.99,110.24,2024-09-09,2
T000699,C0130,P012,Throw Pillow Set,Home,1,54.99,58.81,2024-07-30,10
T000700,C0130,P012,Throw Pillow Set,Home,1,54.99,54.41,2024-08-23,23
T000701,C0130,P011,Desk Lamp,Home,1,39.99,40.37,2024-08-25,30
T000702,C0130,P004,Yoga Mat,Sports,2,29.99,58.26,2024-07-27,16
T000703,C0130,P006,Air Fryer,Kitchen,1,69.99,68.09,2024-08-04,41
T000704,C0130,P007,Novel - Bestseller,Books,3,14.99,42.01,2024-07-28,3
T000705,C0130,P002,Smart Watch,Electronics,2,199.99,397.49,2024-05-11,41
T000706,C0130,P011,Desk Lamp,Home,3,39.99,104.37,2024-03-04,19
T000707,C0130,P015,Scented Candle,Home,2,19.99,39.18,2024-11-06,30
T000708,C0130,P006,Air Fryer,Kitchen,2,69.99,132.47,2024-08-20,20
T000709,C0131,P010,Vitamin C Serum,Beauty,2,44.99,94.34,2024-05-03,10
T000710,C0131,P006,Air Fryer,Kitchen,2,69.99,151.44,2024-07-18,16
T000711,C0131,P011,Desk Lamp,Home,1,39.99,40.96,2024-11-06,10
T000712,C0131,P014,Protein Powder,Sports,2,44.99,97.59,2024-04-18,40
T000713,C0131,P002,Smart Watch,Electronics,3,199.99,630.78,2024-05-29,30
T000714,C0131,P012,Throw Pillow Set,Home,3,54.99,173.01,2024-10-26,29
T000715,C0131,P015,Scented Candle,Home,3,19.99,61.72,2024-05-23,27
T000716,C0131,P005,Coffee Maker,Kitchen,2,49.99,102.34,2024-03-07,23
T000717,C0131,P009,Face Moisturizer,Beauty,2,34.99,65.93,2024-10-23,14
T000718,C0131,P005,Coffee Maker,Kitchen,2,49.99,96.57,2024-04-01,41
T000719,C0131,P011,Desk Lamp,Home,1,39.99,36.89,2024-10-26,3
T000720,C0131,P007,Novel - Bestseller,Books,2,14.99,33.65,2024-09-21,12
T000721,C0131,P006,Air Fryer,Kitchen,1,69.99,71.77,2024-05-31,13
T000722,C0131,P007,Novel - Bestseller,Books,2,14.99,34.1,2024-03-20,39
T000723,C0131,P012,Throw Pillow Set,Home,3,54.99,186.7,2024-04-29,31
T000724,C0131,P005,Coffee Maker,Kitchen,1,49.99,50.42,2024-10-24,33
T000725,C0131,P009,Face Moisturizer,Beauty,1,34.99,37.03,2024-07-21,14
T000726,C0131,P003,Running Shoes,Sports,2,89.99,188.73,2024-03-21,16
T000727,C0131,P004,Yoga Mat,Sports,3,29.99,103.01,2024-05-31,25
T000728,C0131,P007,Novel - Bestseller,Books,1,14.99,14.69,2024-06-03,2
T000729,C0131,P011,Desk Lamp,Home,3,39.99,111.48,2024-07-12,22
T000730,C0131,P007,Novel - Bestseller,Books,3,14.99,49.35,2024-09-19,7
T000731,C0131,P011,Desk Lamp,Home,2,39.99,89.29,2024-05-21,41
T000732,C0132,P012,Throw Pillow Set,Home,3,54.99,189.66,2024-06-14,44
T000733,C0132,P015,Scented Candle,Home,3,19.99,65.39,2024-01-15,11
T000734,C0132,P003,Running Shoes,Sports,1,89.99,89.07,2024-01-09,32
T000735,C0133,P010,Vitamin C Serum,Beauty,2,44.99,76.87,2024-03-03,15
T000736,C0133,P010,Vitamin C Serum,Beauty,1,44.99,48.53,2024-08-27,33
T000737,C0133,P005,Coffee Maker,Kitchen,3,49.99,150.49,2024-06-19,36
T000738,C0133,P007,Novel - Bestseller,Books,1,14.99,16.63,2024-12-16,11
T000739,C0133,P009,Face Moisturizer,Beauty,1,34.99,36.44,2024-11-24,20
T000740,C0133,P014,Protein Powder,Sports,2,44.99,95.58,2024-07-01,44
T000741,C0133,P001,Wireless Headphones,Electronics,3,79.99,266.49,2024-07-19,12
T000742,C0133,P005,Coffee Maker,Kitchen,2,49.99,95.24,2024-08-31,6
T000743,C0133,P005,Coffee Maker,Kitchen,3,49.99,148.59,2024-06-11,22
T000744,C0133,P004,Yoga Mat,Sports,2,29.99,62.67,2024-03-26,43
T000745,C0133,P007,Novel - Bestseller,Books,1,14.99,15.01,2024-07-06,33
T000746,C0133,P013,Gaming Mouse,Electronics,2,59.99,115.03,2024-06-13,19
T000747,C0133,P010,Vitamin C Serum,Beauty,1,44.99,46.77,2024-10-05,24
T000748,C0133,P010,Vitamin C Serum,Beauty,3,44.99,154.17,2024-10-21,11
T000749,C0133,P011,Desk Lamp,Home,3,39.99,123.54,2024-10-16,16
T000750,C0133,P006,Air Fryer,Kitchen,2,69.99,138.1,2024-09-06,18
T000751,C0133,P008,Cookbook,Books,2,24.99,45.03,2024-09-17,21
T000752,C0133,P008,Cookbook,Books,1,24.99,25.81,2024-08-29,44
T000753,C0133,P008,Cookbook,Books,2,24.99,52.76,2024-05-26,39
T000754,C0133,P011,Desk Lamp,Home,2,39.99,77.63,2024-08-10,14
T000755,C0133,P004,Yoga Mat,Sports,1,29.99,27.98,2024-03-01,37
T000756,C0133,P009,Face Moisturizer,Beauty,3,34.99,107.89,2024-11-23,41
T000757,C0134,P008,Cookbook,Books,3,24.99,75.01,2024-03-05,28
T000758,C0134,P013,Gaming Mouse,Electronics,3,59.99,168.44,2024-04-28,10
T000759,C0134,P015,Scented Candle,Home,1,19.99,22.37,2024-04-30,32
T000760,C0134,P013,Gaming Mouse,Electronics,1,59.99,59.36,2024-06-29,32
T000761,C0135,P012,Throw Pillow Set,Home,2,54.99,95.83,2024-10-03,35
T000762,C0135,P003,Running Shoes,Sports,2,89.99,167.48,2024-02-06,11
T000763,C0136,P011,Desk Lamp,Home,1,39.99,36.78,2024-09-08,11
T000764,C0136,P002,Smart Watch,Electronics,1,199.99,191.21,2024-11-18,14
T000765,C0136,P005,Coffee Maker,Kitchen,1,49.99,45.04,2024-11-21,5
T000766,C0136,P009,Face Moisturizer,Beauty,2,34.99,66.68,2024-05-18,25
T000767,C0136,P011,Desk Lamp,Home,2,39.99,87.88,2024-03-24,12
T000768,C0136,P011,Desk Lamp,Home,2,39.99,71.27,2024-09-22,39
T000769,C0136,P010,Vitamin C Serum,Beauty,2,44.99,84.9,2024-04-05,24
T000770,C0136,P006,Air Fryer,Kitchen,1,69.99,69.14,2024-08-04,32
T000771,C0136,P002,Smart Watch,Electronics,1,199.99,195.11,2024-09-12,10
T000772,C0136,P014,Protein Powder,Sports,1,44.99,42.93,2024-03-24,19
T000773,C0136,P013,Gaming Mouse,Electronics,3,59.99,155.4,2024-09-12,40
T000774,C0136,P004,Yoga Mat,Sports,1,29.99,32.38,2024-12-14,41
T000775,C0136,P011,Desk Lamp,Home,2,39.99,72.67,2024-08-01,19
T000776,C0136,P005,Coffee Maker,Kitchen,1,49.99,49.88,2024-06-02,39
T000777,C0136,P004,Yoga Mat,Sports,3,29.99,79.63,2024-05-30,19
T000778,C0136,P013,Gaming Mouse,Electronics,3,59.99,194.14,2024-03-07,41
T000779,C0136,P004,Yoga Mat,Sports,2,29.99,61.2,2024-05-12,27
T000780,C0136,P003,Running Shoes,Sports,3,89.99,262.1,2024-04-01,40
T000781,C0136,P001,Wireless Headphones,Electronics,1,79.99,85.79,2024-10-16,39
T000782,C0136,P001,Wireless Headphones,Electronics,2,79.99,177.0,2024-06-19,31
T000783,C0136,P004,Yoga Mat,Sports,1,29.99,29.15,2024-08-18,17
T000784,C0136,P008,Cookbook,Books,1,24.99,25.56,2024-09-22,9
T000785,C0136,P010,Vitamin C Serum,Beauty,2,44.99,86.59,2024-06-25,36
T000786,C0136,P014,Protein Powder,Sports,3,44.99,128.39,2024-04-15,32
T000787,C0137,P013,Gaming Mouse,Electronics,1,59.99,62.21,2024-04-05,43
T000788,C0138,P002,Smart Watch,Electronics,2,199.99,368.43,2024-02-09,28
T000789,C0138,P008,Cookbook,Books,3,24.99,70.28,2024-03-23,9
T000790,C0138,P007,Novel - Bestseller,Books,2,14.99,32.55,2024-05-12,14
T000791,C0138,P015,Scented Candle,Home,1,19.99,19.79,2024-01-25,26
T000792,C0139,P011,Desk Lamp,Home,3,39.99,103.07,2024-02-06,22
T000793,C0139,P010,Vitamin C Serum,Beauty,3,44.99,140.91,2024-07-12,20
T000794,C0139,P004,Yoga Mat,Sports,3,29.99,101.05,2024-07-08,11
T000795,C0140,P012,Throw Pillow Set,Home,1,54.99,52.28,2024-05-02,13
T000796,C0141,P012,Throw Pillow Set,Home,3,54.99,168.36,2024-05-15,32
T000797,C0141,P007,Novel - Bestseller,Books,1,14.99,13.81,2024-08-21,30
T000798,C0142,P008,Cookbook,Books,1,24.99,23.73,2024-02-25,3
T000799,C0142,P007,Novel - Bestseller,Books,3,14.99,46.82,2024-01-04,18
T000800,C0143,P004,Yoga Mat,Sports,3,29.99,85.65,2024-01-29,14
T000801,C0143,P003,Running Shoes,Sports,2,89.99,191.65,2024-06-02,42
T000802,C0143,P011,Desk Lamp,Home,2,39.99,87.05,2024-01-18,36
T000803,C0143,P012,Throw Pillow Set,Home,3,54.99,182.27,2024-04-11,43
T000804,C0144,P001,Wireless Headphones,Electronics,3,79.99,214.81,2024-04-15,15
T000805,C0144,P015,Scented Candle,Home,1,19.99,22.47,2024-02-22,4
T000806,C0144,P013,Gaming Mouse,Electronics,2,59.99,104.15,2024-02-09,10
T000807,C0144,P014,Protein Powder,Sports,2,44.99,81.27,2024-01-08,25
T000808,C0144,P013,Gaming Mouse,Electronics,3,59.99,193.85,2024-10-11,17
T000809,C0144,P015,Scented Candle,Home,3,19.99,59.29,2024-06-25,42
T000810,C0144,P002,Smart Watch,Electronics,2,199.99,426.03,2024-04-18,24
T000811,C0144,P013,Gaming Mouse,Electronics,3,59.99,168.91,2024-05-29,2
T000812,C0144,P007,Novel - Bestseller,Books,1,14.99,16.02,2024-02-13,4
T000813,C0144,P004,Yoga Mat,Sports,1,29.99,33.26,2024-05-20,23
T000814,C0144,P003,Running Shoes,Sports,3,89.99,306.41,2024-02-06,16
T000815,C0145,P013,Gaming Mouse,Electronics,2,59.99,120.81,2024-04-30,4
T000816,C0145,P012,Throw Pillow Set,Home,2,54.99,111.98,2024-11-03,9
T000817,C0145,P009,Face Moisturizer,Beauty,1,34.99,37.93,2024-05-24,38
T000818,C0145,P008,Cookbook,Books,3,24.99,85.78,2024-10-18,30
T000819,C0145,P001,Wireless Headphones,Electronics,1,79.99,89.49,2024-05-30,3
T000820,C0145,P009,Face Moisturizer,Beauty,3,34.99,109.97,2024-06-08,29
T000821,C0145,P004,Yoga Mat,Sports,3,29.99,81.13,2024-08-27,9
T000822,C0145,P015,Scented Candle,Home,2,19.99,43.5,2024-05-07,40
T000823,C0146,P014,Protein Powder,Sports,1,44.99,46.53,2024-01-12,2
T000824,C0147,P002,Smart Watch,Electronics,1,199.99,203.43,2024-03-12,14
T000825,C0147,P008,Cookbook,Books,2,24.99,49.48,2024-07-18,15
T000826,C0147,P003,Running Shoes,Sports,3,89.99,247.39,2024-03-23,9
T000827,C0147,P013,Gaming Mouse,Electronics,2,59.99,129.41,2024-07-20,14
T000828,C0147,P008,Cookbook,Books,3,24.99,70.55,2024-04-13,36
T000829,C0147,P011,Desk Lamp,Home,2,39.99,84.28,2024-10-11,24
T000830,C0147,P009,Face Moisturizer,Beauty,2,34.99,60.17,2024-05-07,6
T000831,C0147,P009,Face Moisturizer,Beauty,2,34.99,62.87,2024-11-20,19
T000832,C0147,P010,Vitamin C Serum,Beauty,1,44.99,47.89,2024-03-12,14
T000833,C0147,P006,Air Fryer,Kitchen,3,69.99,210.74,2024-10-27,44
T000834,C0147,P013,Gaming Mouse,Electronics,3,59.99,157.12,2024-04-15,20
T000835,C0147,P015,Scented Candle,Home,3,19.99,58.23,2024-09-01,41
T000836,C0147,P008,Cookbook,Books,3,24.99,69.47,2024-07-18,2
T000837,C0147,P010,Vitamin C Serum,Beauty,1,44.99,45.42,2024-02-26,15
T000838,C0147,P014,Protein Powder,Sports,2,44.99,81.39,2024-04-15,17
T000839,C0147,P012,Throw Pillow Set,Home,2,54.99,98.64,2024-05-04,27
T000840,C0147,P015,Scented Candle,Home,1,19.99,21.25,2024-03-01,4
T000841,C0147,P009,Face Moisturizer,Beauty,3,34.99,112.26,2024-04-08,10
T000842,C0147,P007,Novel - Bestseller,Books,2,14.99,33.45,2024-10-26,40
T000843,C0148,P014,Protein Powder,Sports,2,44.99,98.74,2024-06-16,24
T000844,C0149,P015,Scented Candle,Home,1,19.99,18.84,2024-01-08,21
T000845,C0149,P009,Face Moisturizer,Beauty,3,34.99,106.84,2024-01-28,43
T000846,C0150,P008,Cookbook,Books,3,24.99,69.71,2024-07-31,43
T000847,C0150,P015,Scented Candle,Home,1,19.99,20.61,2024-12-25,24
T000848,C0150,P003,Running Shoes,Sports,1,89.99,88.13,2024-04-02,42
T000849,C0150,P012,Throw Pillow Set,Home,2,54.99,114.03,2024-03-24,6
T000850,C0150,P014,Protein Powder,Sports,3,44.99,131.62,2024-11-11,29
T000851,C0150,P008,Cookbook,Books,3,24.99,80.76,2024-05-05,15
T000852,C0150,P008,Cookbook,Books,3,24.99,81.83,2024-09-25,26
T000853,C0150,P005,Coffee Maker,Kitchen,2,49.99,87.29,2024-09-03,12
T000854,C0150,P013,Gaming Mouse,Electronics,1,59.99,66.02,2024-12-17,8
T000855,C0150,P004,Yoga Mat,Sports,2,29.99,66.61,2024-06-02,13
T000856,C0151,P014,Protein Powder,Sports,1,44.99,48.87,2024-03-23,43
T000857,C0151,P011,Desk Lamp,Home,1,39.99,40.78,2024-09-25,3
T000858,C0151,P005,Coffee Maker,Kitchen,3,49.99,139.69,2024-03-02,8
T000859,C0151,P013,Gaming Mouse,Electronics,3,59.99,180.68,2024-06-02,41
T000860,C0151,P013,Gaming Mouse,Electronics,1,59.99,65.97,2024-11-28,18
T000861,C0151,P009,Face Moisturizer,Beauty,1,34.99,33.07,2024-10-08,37
T000862,C0151,P008,Cookbook,Books,1,24.99,21.92,2024-12-02,37
T000863,C0151,P011,Desk Lamp,Home,2,39.99,76.08,2024-03-01,13
T000864,C0151,P004,Yoga Mat,Sports,2,29.99,56.02,2024-08-31,15
T000865,C0151,P005,Coffee Maker,Kitchen,1,49.99,55.55,2024-09-30,38
T000866,C0151,P008,Cookbook,Books,3,24.99,74.62,2024-02-29,20
T000867,C0152,P002,Smart Watch,Electronics,2,199.99,389.0,2024-05-04,17
T000868,C0152,P012,Throw Pillow Set,Home,1,54.99,60.39,2024-05-22,31
T000869,C0152,P005,Coffee Maker,Kitchen,3,49.99,158.84,2024-08-31,14
T000870,C0152,P004,Yoga Mat,Sports,2,29.99,57.05,2024-03-08,37
T000871,C0152,P005,Coffee Maker,Kitchen,3,49.99,145.98,2024-02-27,7
T000872,C0152,P006,Air Fryer,Kitchen,3,69.99,228.27,2024-06-21,21
T000873,C0152,P006,Air Fryer,Kitchen,2,69.99,135.65,2024-10-06,21
T000874,C0152,P015,Scented Candle,Home,3,19.99,57.46,2024-06-11,5
T000875,C0153,P009,Face Moisturizer,Beauty,1,34.99,35.06,2024-05-27,32
T000876,C0153,P002,Smart Watch,Electronics,1,199.99,216.07,2024-08-03,11
T000877,C0153,P003,Running Shoes,Sports,2,89.99,170.82,2024-06-29,18
T000878,C0153,P003,Running Shoes,Sports,2,89.99,154.25,2024-06-15,32
T000879,C0153,P004,Yoga Mat,Sports,1,29.99,26.65,2024-07-22,22
T000880,C0154,P007,Novel - Bestseller,Books,2,14.99,32.6,2024-01-16,43
T000881,C0154,P012,Throw Pillow Set,Home,3,54.99,146.46,2024-06-21,41
T000882,C0155,P003,Running Shoes,Sports,2,89.99,184.05,2024-07-28,31
T000883,C0155,P012,Throw Pillow Set,Home,2,54.99,98.21,2024-09-26,33
T000884,C0155,P004,Yoga Mat,Sports,2,29.99,55.18,2024-03-28,14
T000885,C0155,P002,Smart Watch,Electronics,3,199.99,520.76,2024-11-07,17
T000886,C0155,P007,Novel - Bestseller,Books,2,14.99,26.58,2024-04-26,44
T000887,C0155,P007,Novel - Bestseller,Books,1,14.99,17.22,2024-03-11,33
T000888,C0155,P006,Air Fryer,Kitchen,2,69.99,136.26,2024-09-21,10
T000889,C0155,P009,Face Moisturizer,Beauty,2,34.99,59.77,2024-10-04,33
T000890,C0155,P008,Cookbook,Books,3,24.99,77.92,2024-05-07,2
T000891,C0155,P007,Novel - Bestseller,Books,2,14.99,28.14,2024-08-17,32
T000892,C0155,P001,Wireless Headphones,Electronics,2,79.99,155.08,2024-10-23,16
T000893,C0155,P004,Yoga Mat,Sports,1,29.99,30.68,2024-12-07,40
T000894,C0155,P014,Protein Powder,Sports,1,44.99,39.18,2024-03-14,15
T000895,C0155,P007,Novel - Bestseller,Books,2,14.99,32.68,2024-07-26,13
T000896,C0155,P007,Novel - Bestseller,Books,2,14.99,31.91,2024-07-22,37
T000897,C0155,P015,Scented Candle,Home,2,19.99,43.4,2024-11-27,37
T000898,C0155,P013,Gaming Mouse,Electronics,1,59.99,66.06,2024-05-16,21
T000899,C0155,P010,Vitamin C Serum,Beauty,2,44.99,84.47,2024-12-01,33
T000900,C0155,P012,Throw Pillow Set,Home,3,54.99,185.97,2024-08-18,22
T000901,C0155,P001,Wireless Headphones,Electronics,3,79.99,246.7,2024-09-06,32
T000902,C0156,P014,Protein Powder,Sports,2,44.99,85.07,2024-11-02,28
T000903,C0156,P015,Scented Candle,Home,3,19.99,56.35,2024-09-03,44
T000904,C0156,P013,Gaming Mouse,Electronics,3,59.99,170.4,2024-04-15,29
T000905,C0156,P010,Vitamin C Serum,Beauty,2,44.99,76.83,2024-09-24,24
T000906,C0156,P007,Novel - Bestseller,Books,1,14.99,17.05,2024-03-03,36
T000907,C0156,P008,Cookbook,Books,1,24.99,25.39,2024-08-05,26
T000908,C0156,P001,Wireless Headphones,Electronics,2,79.99,167.96,2024-09-12,6
T000909,C0156,P006,Air Fryer,Kitchen,1,69.99,67.68,2024-05-11,2
T000910,C0156,P005,Coffee Maker,Kitchen,3,49.99,131.12,2024-05-18,40
T000911,C0156,P013,Gaming Mouse,Electronics,3,59.99,181.69,2024-10-23,27
T000912,C0156,P007,Novel - Bestseller,Books,3,14.99,50.25,2024-11-30,4
T000913,C0156,P014,Protein Powder,Sports,3,44.99,127.96,2024-06-06,2
T000914,C0156,P015,Scented Candle,Home,1,19.99,22.15,2024-06-05,9
T000915,C0156,P014,Protein Powder,Sports,3,44.99,129.49,2024-11-17,36
T000916,C0156,P007,Novel - Bestseller,Books,3,14.99,39.84,2024-06-02,21
T000917,C0156,P009,Face Moisturizer,Beauty,1,34.99,38.18,2024-08-29,20
T000918,C0156,P012,Throw Pillow Set,Home,3,54.99,170.87,2024-09-05,14
T000919,C0156,P012,Throw Pillow Set,Home,1,54.99,51.44,2024-06-11,23
T000920,C0156,P009,Face Moisturizer,Beauty,3,34.99,96.34,2024-11-03,9
T000921,C0156,P013,Gaming Mouse,Electronics,2,59.99,105.87,2024-02-22,27
T000922,C0156,P010,Vitamin C Serum,Beauty,1,44.99,45.55,2024-02-21,21
T000923,C0157,P015,Scented Candle,Home,2,19.99,40.26,2024-09-14,20
T000924,C0157,P004,Yoga Mat,Sports,1,29.99,31.01,2024-02-08,2
T000925,C0157,P008,Cookbook,Books,3,24.99,66.78,2024-02-06,8
T000926,C0157,P004,Yoga Mat,Sports,3,29.99,89.06,2024-01-02,26
T000927,C0158,P005,Coffee Maker,Kitchen,1,49.99,53.02,2024-04-18,5
T000928,C0158,P007,Novel - Bestseller,Books,1,14.99,15.78,2024-05-02,12
T000929,C0159,P008,Cookbook,Books,2,24.99,44.91,2024-05-23,31
T000930,C0159,P001,Wireless Headphones,Electronics,3,79.99,236.5,2024-02-04,31
T000931,C0159,P007,Novel - Bestseller,Books,1,14.99,13.26,2024-08-02,26
T000932,C0159,P006,Air Fryer,Kitchen,3,69.99,220.03,2024-07-20,39
T000933,C0160,P011,Desk Lamp,Home,3,39.99,114.14,2024-04-25,2
T000934,C0160,P011,Desk Lamp,Home,1,39.99,42.1,2024-04-19,5
T000935,C0160,P013,Gaming Mouse,Electronics,3,59.99,190.67,2024-08-01,5
T000936,C0160,P007,Novel - Bestseller,Books,3,14.99,46.25,2024-12-10,10
T000937,C0161,P012,Throw Pillow Set,Home,1,54.99,49.11,2024-07-10,32
T000938,C0161,P003,Running Shoes,Sports,1,89.99,78.67,2024-03-18,27
T000939,C0161,P014,Protein Powder,Sports,1,44.99,49.42,2024-10-25,31
T000940,C0161,P008,Cookbook,Books,3,24.99,81.52,2024-02-29,13
T000941,C0161,P015,Scented Candle,Home,2,19.99,37.66,2024-04-25,8
T000942,C0161,P003,Running Shoes,Sports,1,89.99,85.21,2024-03-25,27
T000943,C0161,P010,Vitamin C Serum,Beauty,2,44.99,81.27,2024-09-07,7
T000944,C0161,P009,Face Moisturizer,Beauty,2,34.99,69.34,2024-10-20,19
T000945,C0161,P001,Wireless Headphones,Electronics,2,79.99,180.9,2024-08-30,43
T000946,C0161,P015,Scented Candle,Home,2,19.99,43.69,2024-10-31,31
T000947,C0161,P007,Novel - Bestseller,Books,3,14.99,51.48,2024-07-01,22
T000948,C0161,P010,Vitamin C Serum,Beauty,1,44.99,42.03,2024-03-31,16
T000949,C0161,P010,Vitamin C Serum,Beauty,3,44.99,130.15,2024-03-20,19
T000950,C0161,P011,Desk Lamp,Home,3,39.99,134.45,2024-03-19,39
T000951,C0161,P001,Wireless Headphones,Electronics,1,79.99,88.04,2024-05-31,32
T000952,C0161,P002,Smart Watch,Electronics,3,199.99,615.81,2024-11-22,35
T000953,C0161,P011,Desk Lamp,Home,2,39.99,73.22,2024-09-01,7
T000954,C0162,P007,Novel - Bestseller,Books,2,14.99,27.15,2024-01-31,33
T000955,C0162,P003,Running Shoes,Sports,1,89.99,97.11,2024-03-21,33
T000956,C0162,P014,Protein Powder,Sports,3,44.99,129.86,2024-02-14,8
T000957,C0162,P008,Cookbook,Books,3,24.99,66.94,2024-06-21,11
T000958,C0162,P003,Running Shoes,Sports,3,89.99,277.91,2024-09-23,13
T000959,C0162,P001,Wireless Headphones,Electronics,2,79.99,160.54,2024-07-03,20
T000960,C0162,P005,Coffee Maker,Kitchen,3,49.99,136.21,2024-08-16,5
T000961,C0162,P007,Novel - Bestseller,Books,1,14.99,12.86,2024-04-26,9
T000962,C0162,P006,Air Fryer,Kitchen,1,69.99,80.37,2024-10-06,10
T000963,C0162,P004,Yoga Mat,Sports,3,29.99,77.66,2024-10-07,42
T000964,C0163,P008,Cookbook,Books,1,24.99,27.21,2024-01-21,15
T000965,C0164,P006,Air Fryer,Kitchen,3,69.99,178.74,2024-07-02,29
T000966,C0164,P006,Air Fryer,Kitchen,3,69.99,226.72,2024-05-30,10
T000967,C0164,P013,Gaming Mouse,Electronics,1,59.99,51.39,2024-04-07,35
T000968,C0164,P015,Scented Candle,Home,3,19.99,58.05,2024-11-19,14
T000969,C0165,P007,Novel - Bestseller,Books,3,14.99,51.61,2024-03-24,27
T000970,C0165,P005,Coffee Maker,Kitchen,2,49.99,109.9,2024-02-18,25
T000971,C0165,P013,Gaming Mouse,Electronics,1,59.99,58.36,2024-02-23,23
T000972,C0165,P014,Protein Powder,Sports,2,44.99,81.74,2024-05-15,13
T000973,C0165,P007,Novel - Bestseller,Books,3,14.99,43.24,2024-03-07,29
T000974,C0165,P005,Coffee Maker,Kitchen,1,49.99,45.21,2024-04-16,38
T000975,C0165,P014,Protein Powder,Sports,2,44.99,94.09,2024-07-06,41
T000976,C0166,P002,Smart Watch,Electronics,1,199.99,196.03,2024-01-07,22
T000977,C0167,P008,Cookbook,Books,3,24.99,69.21,2024-03-06,22
T000978,C0168,P001,Wireless Headphones,Electronics,3,79.99,254.0,2024-06-22,32
T000979,C0168,P012,Throw Pillow Set,Home,2,54.99,110.41,2024-10-13,14
T000980,C0168,P009,Face Moisturizer,Beauty,3,34.99,99.22,2024-05-10,29
T000981,C0168,P001,Wireless Headphones,Electronics,1,79.99,72.38,2024-10-06,42
T000982,C0168,P006,Air Fryer,Kitchen,3,69.99,196.47,2024-06-22,39
T000983,C0168,P004,Yoga Mat,Sports,2,29.99,52.87,2024-08-20,4
T000984,C0168,P011,Desk Lamp,Home,3,39.99,124.49,2024-03-23,25
T000985,C0168,P002,Smart Watch,Electronics,3,199.99,671.35,2024-03-11,37
